session_id,user_id,timestamp,traffic_source,device,pageviews,session_duration_seconds,bounce,conversion,events_count
sess_18765,user_4715,2024-04-19 08:25:00,organic,desktop,5,204.5317894149399,0,0,0
sess_12656,user_225,2024-04-19 10:10:00,referral,mobile,5,290.62094680769724,0,0,2
sess_14958,user_3670,2024-04-19 10:17:00,organic,desktop,2,44.32406938695654,0,0,1
sess_1224,user_1032,2024-04-19 11:49:00,organic,mobile,5,244.9397923707006,1,0,2
sess_15735,user_645,2024-04-19 12:09:00,referral,desktop,7,476.2431725419153,0,0,2
sess_16427,user_2388,2024-04-19 12:28:00,organic,tablet,5,165.71558772422117,1,0,4
sess_18332,user_4838,2024-04-19 12:32:00,organic,desktop,6,251.50233849894997,0,0,2
sess_5022,user_225,2024-04-19 12:58:00,social,mobile,12,1084.0055431733667,0,0,9
sess_13824,user_2256,2024-04-19 13:35:00,organic,desktop,12,717.7747253976054,0,0,6
sess_7545,user_4136,2024-04-19 13:59:00,social,mobile,2,71.48607849408297,0,0,5
sess_15508,user_1016,2024-04-19 14:03:00,direct,desktop,4,97.06752428929295,0,0,1
sess_5642,user_3413,2024-04-19 14:16:00,organic,mobile,8,285.5955104986931,1,0,2
sess_16548,user_1903,2024-04-19 14:32:00,referral,mobile,9,558.2600403418306,0,0,3
sess_9384,user_1699,2024-04-19 15:44:00,paid,tablet,6,182.9345294546122,0,0,1
sess_4749,user_1826,2024-04-19 16:01:00,direct,desktop,8,977.1403836769657,0,0,2
sess_15468,user_867,2024-04-19 16:11:00,referral,desktop,9,254.16155057138397,0,0,2
sess_15043,user_2624,2024-04-19 16:48:00,direct,mobile,10,132.47719112107166,0,0,1
sess_11351,user_4966,2024-04-19 16:54:00,organic,desktop,14,46.93206511085688,1,0,3
sess_19023,user_2666,2024-04-19 17:33:00,organic,mobile,4,48.7275563091682,1,0,2
sess_9752,user_3611,2024-04-19 17:35:00,direct,desktop,6,48.41985469111475,1,0,5
sess_18718,user_314,2024-04-19 18:22:00,organic,mobile,7,1076.5803368827615,0,0,1
sess_16380,user_4910,2024-04-19 19:07:00,organic,tablet,7,349.6668093704609,1,0,4
sess_427,user_3275,2024-04-19 19:18:00,referral,desktop,5,248.76644070979464,0,0,7
sess_8352,user_414,2024-04-19 19:34:00,paid,desktop,8,382.24349508713976,0,0,3
sess_4921,user_3659,2024-04-19 19:42:00,paid,mobile,5,389.0548741993726,1,0,1
sess_6549,user_4733,2024-04-19 19:49:00,social,desktop,10,175.18977872163515,1,0,4
sess_15939,user_1307,2024-04-19 20:29:00,organic,desktop,8,146.43407956179374,0,0,2
sess_8433,user_4324,2024-04-19 20:49:00,referral,mobile,12,985.2977640042106,0,0,0
sess_6910,user_1118,2024-04-19 20:51:00,organic,mobile,4,425.8680879443878,0,0,3
sess_2688,user_2420,2024-04-19 21:09:00,paid,mobile,11,186.46526013503382,0,0,3
sess_17408,user_1038,2024-04-19 21:26:00,paid,mobile,12,283.42310966367774,0,0,7
sess_12204,user_454,2024-04-19 21:58:00,organic,desktop,4,281.67749474018274,0,0,3
sess_17891,user_2635,2024-04-19 22:06:00,social,desktop,6,346.73395515081427,0,0,3
sess_19279,user_1587,2024-04-19 22:16:00,direct,mobile,11,204.10185187449838,0,0,6
sess_7235,user_2748,2024-04-19 22:19:00,organic,desktop,3,233.40937522071573,0,0,1
sess_6667,user_598,2024-04-19 22:24:00,paid,desktop,6,437.0704639366845,1,0,3
sess_8326,user_2940,2024-04-19 23:13:00,organic,desktop,4,273.78260571407026,0,0,6
sess_7563,user_1449,2024-04-20 00:12:00,organic,mobile,3,54.85007894410908,1,0,1
sess_6623,user_1065,2024-04-20 00:51:00,organic,mobile,3,488.4138502672348,0,0,9
sess_3280,user_632,2024-04-20 01:04:00,direct,mobile,6,7.941353578255994,1,0,3
sess_8023,user_3827,2024-04-20 01:20:00,organic,desktop,5,107.00137023834706,0,0,4
sess_10862,user_4687,2024-04-20 01:26:00,organic,desktop,4,275.2060003205817,1,0,2
sess_701,user_3693,2024-04-20 02:10:00,direct,desktop,10,166.142813769756,0,0,2
sess_4597,user_4486,2024-04-20 02:34:00,referral,mobile,7,71.72320254705998,1,0,5
sess_418,user_194,2024-04-20 02:35:00,organic,mobile,6,11.243365040230202,1,0,2
sess_14570,user_1903,2024-04-20 02:36:00,social,desktop,9,191.33962091589618,0,0,3
sess_12093,user_1328,2024-04-20 02:42:00,direct,desktop,10,159.40305763533195,1,0,3
sess_13170,user_1255,2024-04-20 02:43:00,paid,mobile,9,118.95473668769426,0,0,3
sess_9094,user_3519,2024-04-20 03:32:00,organic,desktop,6,363.369144652085,1,0,4
sess_2736,user_3119,2024-04-20 04:08:00,organic,desktop,5,76.96218993244992,1,0,3
sess_17785,user_767,2024-04-20 04:35:00,social,desktop,5,116.15798787039871,0,0,1
sess_6842,user_4344,2024-04-20 04:54:00,social,mobile,7,452.2591941782579,1,0,1
sess_17689,user_2417,2024-04-20 04:57:00,direct,tablet,1,88.29096036906161,0,0,4
sess_9155,user_2881,2024-04-20 05:56:00,direct,desktop,3,98.04445752336778,0,0,5
sess_7045,user_2829,2024-04-20 06:23:00,direct,desktop,7,339.7063171588004,0,0,1
sess_8980,user_2931,2024-04-20 07:11:00,organic,mobile,7,374.55054666207565,0,0,4
sess_16219,user_1497,2024-04-20 07:36:00,organic,tablet,8,106.13861981829514,0,0,5
sess_6109,user_2085,2024-04-20 07:41:00,paid,desktop,5,257.6446171307433,1,0,2
sess_4501,user_929,2024-04-20 08:19:00,direct,desktop,9,134.43236870005353,1,0,4
sess_3617,user_853,2024-04-20 08:43:00,social,mobile,3,40.13709840918529,1,0,3
sess_4074,user_4263,2024-04-20 08:50:00,organic,mobile,7,271.9287145917472,0,0,3
sess_15324,user_4780,2024-04-20 09:12:00,social,desktop,4,461.07451304845404,1,0,2
sess_17271,user_4804,2024-04-20 09:32:00,direct,tablet,8,529.5928054312194,0,0,2
sess_15470,user_461,2024-04-20 09:34:00,social,desktop,11,362.2000738574397,1,0,5
sess_17121,user_2241,2024-04-20 10:27:00,organic,mobile,3,95.26658613647697,1,0,3
sess_3670,user_2769,2024-04-20 11:03:00,organic,desktop,7,141.13542996050424,0,0,7
sess_17526,user_1646,2024-04-20 11:32:00,social,mobile,4,115.25834200639446,1,0,2
sess_8950,user_3720,2024-04-20 12:17:00,direct,tablet,8,331.0330122890095,1,0,3
sess_4498,user_327,2024-04-20 12:20:00,organic,desktop,10,188.44419554588262,0,1,2
sess_2554,user_2886,2024-04-20 12:33:00,referral,mobile,8,776.0889979610104,0,0,1
sess_5273,user_3946,2024-04-20 12:34:00,paid,desktop,3,31.840298840690988,0,0,4
sess_494,user_695,2024-04-20 13:42:00,organic,mobile,6,12.012574541669908,0,0,3
sess_15976,user_1256,2024-04-20 14:57:00,referral,desktop,7,477.07398334240594,1,0,3
sess_19261,user_2331,2024-04-20 15:22:00,organic,mobile,5,47.00123832487613,1,0,6
sess_11467,user_4085,2024-04-20 15:36:00,organic,desktop,9,254.37575933257799,1,0,3
sess_19962,user_1072,2024-04-20 15:46:00,referral,mobile,6,773.5947796132282,1,0,3
sess_12356,user_1952,2024-04-20 15:53:00,direct,desktop,4,350.9903916570036,1,0,0
sess_3271,user_968,2024-04-20 15:58:00,referral,desktop,6,287.7827915888489,0,0,2
sess_16341,user_1841,2024-04-20 16:56:00,direct,tablet,11,268.2342935525304,1,0,5
sess_16847,user_3145,2024-04-20 17:07:00,paid,desktop,6,243.16940511206474,1,0,1
sess_2565,user_398,2024-04-20 18:02:00,social,desktop,4,27.014059357991385,0,0,2
sess_5471,user_3720,2024-04-20 19:09:00,paid,desktop,6,154.53858629957685,1,0,2
sess_19925,user_2245,2024-04-20 19:13:00,direct,desktop,4,284.62771353083264,1,0,8
sess_7328,user_2881,2024-04-20 19:13:00,social,desktop,8,623.7974589353988,0,0,1
sess_12562,user_1368,2024-04-20 19:31:00,referral,mobile,5,180.85044004035575,1,0,2
sess_13245,user_1459,2024-04-20 19:40:00,organic,desktop,7,301.1595155155836,1,0,0
sess_13745,user_3869,2024-04-20 20:33:00,direct,desktop,5,65.04388243689758,0,0,2
sess_1182,user_4036,2024-04-20 20:41:00,social,desktop,6,502.25857774803984,0,1,2
sess_12481,user_643,2024-04-20 21:06:00,organic,mobile,6,237.84570264769468,1,0,5
sess_12721,user_1627,2024-04-20 21:28:00,social,tablet,4,790.0494391035546,0,0,3
sess_16662,user_1936,2024-04-20 22:31:00,direct,desktop,5,291.5122931657233,1,0,1
sess_16343,user_3927,2024-04-20 22:43:00,organic,tablet,8,284.7501452474343,1,0,5
sess_7260,user_4582,2024-04-20 22:58:00,direct,desktop,9,9.347190510171114,1,0,8
sess_4212,user_1071,2024-04-21 00:18:00,organic,desktop,5,70.79460956619816,1,0,5
sess_17569,user_1222,2024-04-21 00:36:00,social,desktop,7,126.98162105670383,1,0,1
sess_6428,user_3578,2024-04-21 01:08:00,social,mobile,3,105.62745064345228,0,0,3
sess_16661,user_1376,2024-04-21 01:23:00,direct,mobile,6,821.3311807152287,0,0,4
sess_18174,user_725,2024-04-21 01:32:00,referral,mobile,10,164.54937215297798,0,0,4
sess_13495,user_4219,2024-04-21 01:34:00,social,mobile,2,87.1441785307945,0,0,6
sess_14859,user_1595,2024-04-21 01:56:00,organic,desktop,5,627.063662724085,1,0,1
sess_5772,user_3119,2024-04-21 02:03:00,referral,mobile,4,184.53243292029632,0,0,1
sess_8296,user_4815,2024-04-21 02:05:00,organic,desktop,3,3.4290693931364378,0,0,4
sess_16404,user_2510,2024-04-21 02:21:00,referral,mobile,8,175.0240832025842,0,0,1
sess_3071,user_21,2024-04-21 02:36:00,social,tablet,5,141.16060887866803,1,0,4
sess_11229,user_1979,2024-04-21 02:58:00,organic,desktop,4,68.15515651941382,0,0,3
sess_1195,user_3399,2024-04-21 03:10:00,direct,tablet,8,44.671623124664976,0,0,3
sess_16229,user_1141,2024-04-21 03:11:00,organic,mobile,10,469.16057727934947,1,0,2
sess_2954,user_4403,2024-04-21 03:20:00,paid,desktop,7,270.57305279105856,0,0,0
sess_5147,user_4236,2024-04-21 03:34:00,referral,tablet,8,173.84098924932462,0,0,3
sess_4777,user_3945,2024-04-21 04:15:00,social,mobile,7,675.8648908063287,1,0,6
sess_10599,user_1448,2024-04-21 04:22:00,direct,mobile,8,32.43737896816378,1,0,4
sess_2987,user_1842,2024-04-21 04:39:00,social,desktop,4,25.01076438905344,0,0,3
sess_3527,user_4785,2024-04-21 04:47:00,direct,desktop,5,636.0417207880272,0,0,4
sess_12300,user_936,2024-04-21 05:28:00,social,desktop,8,334.79712117735784,0,0,3
sess_19017,user_3964,2024-04-21 05:45:00,organic,desktop,3,116.1802062246182,0,0,1
sess_2692,user_2196,2024-04-21 06:04:00,organic,mobile,4,100.01339011273521,0,0,2
sess_13288,user_1788,2024-04-21 06:05:00,organic,desktop,7,45.842229900772196,0,0,2
sess_6573,user_3130,2024-04-21 06:20:00,organic,desktop,2,49.370617795550764,1,0,3
sess_9290,user_570,2024-04-21 06:23:00,social,tablet,3,309.2351089718298,1,0,2
sess_6481,user_2560,2024-04-21 06:29:00,social,desktop,2,229.7244435535392,0,0,3
sess_8966,user_2912,2024-04-21 06:34:00,paid,desktop,7,904.9093464123793,1,0,1
sess_14385,user_2995,2024-04-21 06:42:00,social,desktop,5,21.268998822950554,0,0,3
sess_2650,user_3263,2024-04-21 06:54:00,direct,desktop,6,453.271268048947,1,0,1
sess_19990,user_3287,2024-04-21 07:35:00,organic,mobile,5,56.066249645487375,0,0,0
sess_12152,user_4714,2024-04-21 07:39:00,organic,desktop,4,417.97130752926506,1,0,8
sess_8589,user_4635,2024-04-21 07:52:00,organic,desktop,8,137.17445760454186,0,0,1
sess_6863,user_1717,2024-04-21 08:08:00,paid,desktop,11,337.8810627517856,0,0,4
sess_6043,user_3731,2024-04-21 09:43:00,direct,desktop,4,125.83575598619126,1,0,1
sess_3261,user_1343,2024-04-21 10:14:00,social,tablet,6,151.31809493532356,0,0,3
sess_2320,user_920,2024-04-21 10:51:00,direct,tablet,3,89.04730843296335,1,0,2
sess_16129,user_1708,2024-04-21 11:24:00,direct,desktop,3,318.8825212245064,0,0,4
sess_9689,user_4933,2024-04-21 11:40:00,organic,mobile,7,231.26128771501752,0,0,3
sess_12590,user_1103,2024-04-21 12:01:00,referral,desktop,5,106.60281950498889,0,0,3
sess_19316,user_3948,2024-04-21 12:04:00,organic,mobile,9,295.6846308801868,0,0,7
sess_597,user_3186,2024-04-21 12:33:00,social,tablet,4,263.40581713272746,0,0,3
sess_3842,user_2629,2024-04-21 12:38:00,paid,desktop,5,1189.3170123706313,1,0,4
sess_15116,user_1042,2024-04-21 12:54:00,direct,mobile,5,19.259048756570486,0,0,4
sess_19938,user_2579,2024-04-21 14:05:00,direct,mobile,8,64.5308952981112,0,0,3
sess_7298,user_2619,2024-04-21 14:27:00,organic,mobile,3,66.97783088766066,0,0,3
sess_19052,user_1414,2024-04-21 15:16:00,organic,desktop,3,314.5201071653707,0,0,4
sess_3689,user_2437,2024-04-21 15:19:00,referral,desktop,4,101.83833095421687,1,0,5
sess_15318,user_1234,2024-04-21 16:21:00,paid,desktop,3,336.36370296798526,0,0,1
sess_7523,user_1103,2024-04-21 18:07:00,referral,desktop,6,417.33785186859467,0,0,2
sess_783,user_2394,2024-04-21 18:42:00,social,mobile,6,992.9371191811183,0,0,5
sess_8918,user_701,2024-04-21 18:47:00,paid,mobile,8,226.15169697711502,0,0,6
sess_18583,user_3319,2024-04-21 18:56:00,referral,desktop,6,1504.8386852056624,0,1,2
sess_16032,user_2847,2024-04-21 19:02:00,organic,desktop,7,166.60335259621178,1,0,3
sess_4866,user_801,2024-04-21 19:23:00,social,mobile,7,374.40468235663246,0,0,5
sess_13355,user_1626,2024-04-21 20:28:00,organic,mobile,5,55.11071470816383,0,0,3
sess_19858,user_2553,2024-04-21 20:29:00,organic,mobile,5,114.68878720028957,0,0,2
sess_348,user_2232,2024-04-21 21:12:00,direct,mobile,5,437.65662550541265,0,0,2
sess_6915,user_1657,2024-04-21 21:13:00,referral,mobile,6,490.32988718437207,0,0,2
sess_4116,user_1684,2024-04-21 21:29:00,social,mobile,7,439.2203504811248,0,0,1
sess_17132,user_2378,2024-04-21 21:33:00,paid,desktop,6,5.3084374614498095,0,0,1
sess_18676,user_215,2024-04-21 21:46:00,social,mobile,6,425.17190603148424,0,0,3
sess_10413,user_1546,2024-04-21 21:55:00,direct,mobile,3,73.60235530143878,0,0,6
sess_2119,user_3115,2024-04-21 22:33:00,direct,mobile,5,314.63832673577303,1,0,2
sess_5850,user_2611,2024-04-21 22:33:00,organic,mobile,8,158.42295066726817,0,0,2
sess_5101,user_97,2024-04-21 22:45:00,organic,desktop,4,357.1269060660323,1,1,3
sess_19966,user_2370,2024-04-21 23:31:00,referral,desktop,3,21.83339371323329,0,0,5
sess_1803,user_2632,2024-04-22 00:00:00,referral,mobile,7,394.4404404613472,0,0,4
sess_4201,user_1306,2024-04-22 00:23:00,referral,desktop,12,626.6389646391865,0,0,4
sess_11461,user_2604,2024-04-22 00:38:00,paid,mobile,8,6.237977932386762,0,0,3
sess_12887,user_3085,2024-04-22 00:46:00,direct,desktop,6,892.6179690695179,1,0,4
sess_15356,user_1397,2024-04-22 02:19:00,referral,desktop,9,222.37429687664158,0,1,4
sess_10971,user_328,2024-04-22 02:48:00,social,mobile,3,115.67949081413994,0,0,2
sess_9151,user_689,2024-04-22 03:06:00,organic,desktop,8,142.39213315180785,1,0,5
sess_19120,user_4017,2024-04-22 03:09:00,organic,desktop,6,72.61932569864216,1,0,3
sess_19590,user_730,2024-04-22 03:11:00,social,tablet,5,459.5445533717925,0,0,6
sess_4513,user_360,2024-04-22 03:56:00,social,tablet,3,130.6350239798907,0,0,3
sess_443,user_4967,2024-04-22 04:08:00,direct,mobile,5,95.89636029059331,1,0,3
sess_12566,user_4337,2024-04-22 04:17:00,organic,tablet,5,28.876307445773456,0,0,3
sess_14714,user_2544,2024-04-22 05:50:00,organic,desktop,9,194.18325726073132,1,0,6
sess_859,user_1221,2024-04-22 06:16:00,social,desktop,3,151.9725640264039,0,0,2
sess_508,user_597,2024-04-22 06:35:00,paid,tablet,5,74.63438598487983,1,0,2
sess_14267,user_1022,2024-04-22 06:47:00,organic,tablet,8,38.15951093555536,1,0,5
sess_18748,user_4475,2024-04-22 06:50:00,direct,desktop,4,314.9009458260646,0,0,4
sess_16830,user_3994,2024-04-22 07:00:00,organic,desktop,7,1205.9735115773196,0,0,2
sess_10718,user_2734,2024-04-22 07:19:00,referral,desktop,7,242.82282303932737,1,0,1
sess_3595,user_2600,2024-04-22 07:31:00,direct,desktop,5,7.700777103033225,1,0,6
sess_13382,user_1263,2024-04-22 07:38:00,organic,mobile,5,134.64456470563096,1,0,5
sess_14138,user_1760,2024-04-22 09:55:00,social,tablet,6,104.11323327483585,0,0,3
sess_5111,user_2154,2024-04-22 10:51:00,direct,desktop,3,681.4712236484603,0,0,2
sess_3592,user_1291,2024-04-22 11:04:00,direct,mobile,3,317.8733478871171,0,0,3
sess_13442,user_2549,2024-04-22 11:11:00,direct,desktop,6,355.5540151568827,1,0,4
sess_11483,user_147,2024-04-22 12:51:00,social,mobile,2,416.2521060564035,0,0,4
sess_17196,user_3519,2024-04-22 13:16:00,direct,mobile,6,1387.3050143327482,0,0,10
sess_13068,user_4955,2024-04-22 13:25:00,social,desktop,9,386.4579735846014,1,0,2
sess_7961,user_2727,2024-04-22 13:53:00,paid,mobile,5,19.886536391996813,0,0,4
sess_11447,user_3159,2024-04-22 14:04:00,paid,mobile,5,148.57590333790625,0,0,5
sess_6887,user_1885,2024-04-22 14:06:00,referral,desktop,5,58.21500129512533,1,0,5
sess_2152,user_2166,2024-04-22 14:19:00,direct,mobile,2,837.9657868901869,0,0,4
sess_4835,user_4132,2024-04-22 14:47:00,referral,mobile,6,286.6674224312378,0,0,0
sess_8997,user_1945,2024-04-22 14:47:00,direct,mobile,5,360.5125719858336,1,0,2
sess_11766,user_2945,2024-04-22 15:03:00,organic,mobile,6,91.35966078141321,0,0,3
sess_2176,user_2828,2024-04-22 15:34:00,organic,desktop,3,633.8286708564837,0,0,5
sess_7299,user_3777,2024-04-22 16:08:00,social,mobile,7,76.58167314746055,1,0,5
sess_7373,user_2519,2024-04-22 17:01:00,paid,desktop,7,752.5789008726017,0,0,3
sess_16243,user_3430,2024-04-22 17:31:00,paid,desktop,7,501.094505932543,0,0,4
sess_16411,user_4897,2024-04-22 17:31:00,organic,desktop,6,231.0501940756937,1,0,2
sess_16348,user_4907,2024-04-22 17:53:00,social,tablet,7,6.192406509895121,0,0,1
sess_14077,user_4572,2024-04-22 18:45:00,organic,desktop,5,352.299756017519,0,0,2
sess_8763,user_3539,2024-04-22 18:55:00,organic,desktop,7,12.724123856052007,0,0,5
sess_19609,user_685,2024-04-22 20:01:00,paid,mobile,7,9.222614471761228,1,0,5
sess_2887,user_4522,2024-04-22 20:30:00,social,desktop,4,48.805263095966914,0,0,5
sess_3644,user_4040,2024-04-22 21:08:00,organic,mobile,3,289.55602488087237,0,0,2
sess_7143,user_4423,2024-04-22 21:39:00,organic,desktop,4,446.5109024602572,0,0,2
sess_19764,user_559,2024-04-22 22:41:00,organic,desktop,5,1105.1848795689154,0,0,2
sess_207,user_1950,2024-04-22 22:57:00,organic,mobile,2,38.51091028165817,0,1,3
sess_1943,user_2481,2024-04-22 23:38:00,organic,desktop,8,537.7175425917758,1,0,4
sess_1136,user_2998,2024-04-23 00:35:00,social,desktop,6,131.53548715989905,0,0,4
sess_8609,user_4432,2024-04-23 00:42:00,referral,desktop,5,263.0893889021145,1,0,1
sess_16184,user_4113,2024-04-23 00:50:00,referral,desktop,6,30.612825135780536,0,0,2
sess_3370,user_763,2024-04-23 00:52:00,direct,desktop,4,2.1427569844822503,1,0,5
sess_5500,user_1656,2024-04-23 01:49:00,organic,mobile,5,415.90461324878794,0,0,2
sess_818,user_3117,2024-04-23 02:04:00,organic,mobile,5,293.5660589948979,0,0,2
sess_3484,user_2293,2024-04-23 02:20:00,direct,desktop,3,1601.9246004574236,1,0,3
sess_8040,user_2328,2024-04-23 02:28:00,direct,mobile,6,211.4009319973854,1,0,4
sess_11246,user_3207,2024-04-23 02:42:00,referral,mobile,2,256.77243666588464,1,0,3
sess_5908,user_4686,2024-04-23 03:27:00,referral,tablet,8,37.89353235926276,0,0,3
sess_16233,user_194,2024-04-23 03:47:00,direct,desktop,6,275.0594409121039,0,1,3
sess_4764,user_4216,2024-04-23 04:42:00,organic,tablet,7,51.05270916654667,1,0,1
sess_10771,user_3140,2024-04-23 04:46:00,social,desktop,11,76.0529922229012,1,0,3
sess_19056,user_1754,2024-04-23 04:46:00,organic,mobile,4,505.75855892056285,1,1,3
sess_13056,user_2294,2024-04-23 04:51:00,paid,mobile,7,408.278720867889,0,1,3
sess_8534,user_1183,2024-04-23 04:53:00,referral,desktop,4,1550.4795515293463,1,0,3
sess_1235,user_4883,2024-04-23 06:07:00,organic,desktop,9,242.83001165438822,0,0,5
sess_5406,user_124,2024-04-23 07:01:00,social,desktop,5,41.94042228929021,0,0,0
sess_9849,user_948,2024-04-23 07:52:00,organic,desktop,6,143.27011184058435,0,0,1
sess_6417,user_2952,2024-04-23 08:40:00,social,desktop,4,66.9774507120994,0,0,3
sess_365,user_1072,2024-04-23 09:21:00,organic,mobile,11,384.04147458829203,0,0,4
sess_766,user_4298,2024-04-23 09:45:00,social,desktop,5,27.3774261851498,0,0,1
sess_7016,user_3138,2024-04-23 09:49:00,organic,desktop,9,614.7244522290591,1,0,3
sess_10289,user_966,2024-04-23 10:14:00,social,tablet,5,517.1224504207252,0,0,4
sess_7667,user_4737,2024-04-23 10:57:00,referral,desktop,9,605.7007715156295,1,0,3
sess_1322,user_700,2024-04-23 11:05:00,organic,desktop,6,18.58963498242455,1,0,1
sess_17279,user_3022,2024-04-23 11:11:00,social,desktop,9,1003.2567718577036,1,0,3
sess_1622,user_2985,2024-04-23 11:29:00,referral,mobile,4,612.057502639552,1,0,1
sess_19886,user_3461,2024-04-23 11:36:00,direct,mobile,6,776.5446821249009,1,0,5
sess_12757,user_3438,2024-04-23 12:14:00,organic,mobile,7,615.5620888651786,1,0,3
sess_16266,user_1610,2024-04-23 12:42:00,organic,desktop,6,315.3583100484582,0,0,7
sess_12007,user_350,2024-04-23 13:24:00,direct,desktop,7,273.231649542641,1,0,2
sess_18839,user_1951,2024-04-23 14:03:00,direct,desktop,7,170.80766354070607,0,0,2
sess_7470,user_3337,2024-04-23 14:13:00,organic,desktop,7,1240.074561218833,0,0,1
sess_6901,user_446,2024-04-23 14:39:00,organic,mobile,3,54.83647540666712,1,0,2
sess_15132,user_3589,2024-04-23 14:51:00,social,tablet,4,419.3172160649544,1,0,5
sess_11384,user_1622,2024-04-23 16:46:00,paid,mobile,8,540.2873100032162,0,0,5
sess_19141,user_4541,2024-04-23 17:04:00,paid,desktop,5,188.6643907524797,0,0,5
sess_14809,user_4073,2024-04-23 17:46:00,direct,desktop,5,70.58949524939884,0,0,0
sess_2737,user_1389,2024-04-23 18:16:00,direct,desktop,2,296.2560056418594,1,1,1
sess_17510,user_2353,2024-04-23 18:26:00,direct,desktop,4,59.06581572484235,0,0,3
sess_12760,user_2027,2024-04-23 19:06:00,social,mobile,8,281.33533855465237,1,0,1
sess_5678,user_4491,2024-04-23 20:30:00,organic,mobile,8,64.22301987824686,1,0,4
sess_12747,user_3213,2024-04-23 21:08:00,organic,mobile,6,437.06977578343026,0,0,4
sess_10031,user_1843,2024-04-23 21:12:00,organic,mobile,8,160.27815003389674,0,0,2
sess_16851,user_344,2024-04-23 21:34:00,paid,desktop,6,625.5610262835153,0,0,4
sess_4289,user_2720,2024-04-23 22:12:00,organic,desktop,3,335.3066938126492,0,0,3
sess_12027,user_4614,2024-04-23 22:33:00,organic,tablet,3,81.52365004720798,1,0,2
sess_19159,user_499,2024-04-24 00:08:00,organic,mobile,2,238.7116528197202,0,0,3
sess_5786,user_326,2024-04-24 00:09:00,referral,desktop,5,33.7034213439472,1,0,3
sess_10949,user_307,2024-04-24 00:14:00,direct,desktop,5,140.0867551213519,1,0,6
sess_9623,user_2460,2024-04-24 01:22:00,direct,mobile,4,877.2645802763766,1,0,1
sess_779,user_2248,2024-04-24 01:37:00,organic,desktop,7,366.2256508803494,1,0,4
sess_18482,user_1793,2024-04-24 02:13:00,direct,desktop,6,211.479196509181,1,0,1
sess_19987,user_3919,2024-04-24 02:15:00,organic,desktop,6,424.364611224463,0,0,2
sess_1933,user_1848,2024-04-24 03:55:00,referral,mobile,7,1409.5991189925878,0,0,3
sess_12485,user_4125,2024-04-24 03:56:00,organic,desktop,7,402.6834229086807,0,0,4
sess_17085,user_2579,2024-04-24 04:12:00,social,desktop,7,1.8603003409275272,0,0,3
sess_14478,user_3574,2024-04-24 04:39:00,organic,desktop,11,133.78661516911538,0,0,3
sess_11967,user_2133,2024-04-24 05:00:00,organic,mobile,5,35.236100757134245,0,0,4
sess_10296,user_19,2024-04-24 05:07:00,social,desktop,7,103.81327643494085,1,0,2
sess_5864,user_4646,2024-04-24 05:51:00,direct,desktop,8,273.76608079336904,0,0,1
sess_5362,user_658,2024-04-24 06:21:00,paid,desktop,6,11.732078044721233,0,0,3
sess_15717,user_2422,2024-04-24 07:15:00,organic,mobile,2,10.911935916782202,0,0,1
sess_6475,user_725,2024-04-24 07:22:00,organic,desktop,5,208.306842617201,1,1,2
sess_10684,user_458,2024-04-24 07:22:00,organic,mobile,8,771.7934343027199,1,1,5
sess_18125,user_1596,2024-04-24 07:33:00,direct,mobile,4,66.77106232558815,0,0,2
sess_10781,user_3151,2024-04-24 08:19:00,social,mobile,3,255.75579576176614,1,0,3
sess_4807,user_1775,2024-04-24 08:39:00,direct,mobile,11,59.1452530428383,1,0,2
sess_11511,user_2445,2024-04-24 08:55:00,paid,mobile,13,105.61988375154172,1,0,3
sess_12272,user_2398,2024-04-24 09:13:00,direct,desktop,2,252.64254546562933,1,0,4
sess_14504,user_3068,2024-04-24 09:30:00,organic,mobile,9,271.83474012407663,0,0,4
sess_13160,user_4978,2024-04-24 09:33:00,social,mobile,9,138.29697227092,0,0,3
sess_9759,user_1022,2024-04-24 09:49:00,organic,desktop,10,507.48631026810284,0,0,2
sess_18598,user_1305,2024-04-24 10:02:00,social,desktop,5,458.8877705214346,0,0,2
sess_3212,user_598,2024-04-24 10:17:00,organic,mobile,2,131.81345448878048,0,0,1
sess_4916,user_2821,2024-04-24 10:17:00,social,desktop,6,67.28940324944928,0,0,5
sess_12574,user_2404,2024-04-24 11:01:00,organic,mobile,7,738.2325823175672,1,0,3
sess_14616,user_1989,2024-04-24 11:15:00,social,desktop,5,46.71157804611481,1,0,3
sess_18457,user_3719,2024-04-24 11:39:00,paid,desktop,5,135.2037685726522,1,0,2
sess_1064,user_1476,2024-04-24 11:57:00,paid,desktop,6,996.8211169759038,0,0,3
sess_11380,user_3277,2024-04-24 12:18:00,direct,desktop,1,171.33973241737743,0,0,3
sess_10297,user_4660,2024-04-24 12:49:00,organic,desktop,6,65.43554638681614,1,0,6
sess_7903,user_3514,2024-04-24 13:12:00,organic,desktop,6,33.82138758845609,1,0,0
sess_15270,user_891,2024-04-24 13:29:00,direct,desktop,7,90.17404555541869,1,0,3
sess_3453,user_3282,2024-04-24 13:42:00,social,desktop,9,143.38595469537097,1,0,3
sess_10857,user_3248,2024-04-24 15:06:00,direct,desktop,4,93.6043433283061,1,0,4
sess_19820,user_536,2024-04-24 15:13:00,organic,mobile,4,23.648845722150504,1,0,3
sess_4023,user_2592,2024-04-24 15:39:00,direct,tablet,6,67.03216180089622,0,0,1
